#separator:tab
#html:true
#tags column:3
Welche Teilbereiche der IT-Forensik gibt es?	<ul><li>Datenträger Forensik</li><li>Mobil Forensik</li><li>Netzwerk Forensik</li><li>Mulitmedia Forensik</li><li>Cloud Forensik</li><li>Memory Forensik</li><li>Betriebssystem Forensik</li><li>IoT (Embedded) Forensik</li><li>Malware Forensik</li></ul>	
"<div>In welcher Reihenfolge sollen
Daten Gesichechert werden?</div>"	"<div>1.
Routingtabellen, ARP-Cache, Prozessliste, angemeldete User, Netzstatus,
Kerneldaten, Hauptspeicherinhalt (RAM) </div>
<div>2. Temporäre
Daten, SWAP-Bereiche etc. 3. Der komplette Inhalt der Datenträger </div>
<div>4. Relevante
Logging und Monitoringdaten auf zentralen Loggingservern </div>
<div>5. Physische
Konfigurationen und Netzwerktopologien</div>
<div>&nbsp;6. Archivierte Medien</div>"	
"<div>Wie geht man vor bei Collection als
Sicherungsart?</div>"	"<div>• Mitnahme
des gesamten Beweismittels zur weiteren Sicherung, Analyse bzw. Verwahrung.</div>
<div>&nbsp;• Dokumentation des IST-Zustandes (Fotos,
Skizzen) und aller Aktionen die durchgeführt werden! </div>
<div>• Manchmal
kann die Veränderung des Mediums bei der Collection nicht ausgeschlossen werden
(z.B. Herunterfahren eines Servers</div>
<div>Nach dem
Ausbau: </div>
<div>–
Beschriftung des Datenträgers (bspw. durch Sticker) </div>
<div>– Sichere
Verpackung (Stoßsicher und vor Veränderung geschützt bspw. Versiegelung)</div>
<div>&nbsp;– Chain of Custody Dokumentation (Wer, Was,
Wann, Wo, Wohin etc.)</div>"	
"<div>Wie geht man vor bei Acquisition als
Sicherungsart?</div>"	"<div>• Erstellen
von Datensicherungen des Beweismittels </div>
<div>– Original-Datenträger verbleibt üblicherweise nicht beim
Forensiker </div>
<div>• Arten der
Datensicherungen</div>
<div>&nbsp;– Vollständige
Datensicherung (1-zu-1 Kopie des Datenträgers oder Partition) </div>
<div>– Logische Datensicherung (einzelne Verzeichnisse) </div>
<div>•
Vollständige Datensicherung ist zu bevorzugen (Warum?) </div>
<div>•
Vollständige Dokumentation: – IST-Zustand (Fotos, Screenshots etc.) </div>
<div>– Eingesetzte Tools (inkl. Version) – Befehle und Ausgabe
des Tools</div>"	
"<div>Wieso könnten Verschlüsselte
Datenträger mit vollständigen Datensicherung Probleme bereiten?</div>"	"<div>– Passwort
ev. nicht bekannt </div>
<div>– Kann das
Analyseprogramm mit der Verschlüsselung umgehen (z.B. LUKS, Bitlocker, WinMagic
etc.) </div>
<div>– Image muss
vor der Weiterverarbeitung ev. entschlüsselt werden</div>"	
<div>Was ist ein Raw-Image RAW DD?</div>	"<div>• Einfaches
1-zu-1 Abbild des Datenträgers bzw. Partition </div>
<div>• Erstellung
bspw. mithilfe von DD (Linux)</div>
<div>&nbsp;• Keine Prüfsummen</div>
<div>&nbsp;• Keine Komprimierung</div>"	
"<div>Was ist ein Forensisches
Disk-Image-Format?</div>"	"<div>• Speziell für forensische Datensicherungen entwickelt
(Logging, Integritätsprüfung etc.) • „Container“ für das 1-zu-1 Abbild </div>
<div>• Speichert zusätzliche Informationen </div>
<div>• Unterstützt Prüfsummen, Komprimierung, Verschlüsselung,
Splitting in mehrere Dateien</div>"	
<div>Was ist Logische Datensicherung?</div>	"<div>• Es werden nur bestimmte Verzeichnisse bzw. Dateien
gesichert</div>
<div>&nbsp;• Enthält keine nicht
belegten Speicherbereiche und Slack-Spaces </div>
<div>• Beim Sichern müssen Filesystem-Berechtigungen beachtet
werden (Berechtigungsprobleme!)</div>"	
"<div>Wann wird Logische Datensicherung
Verwendet?</div>"	"<div>– zu viele Daten um alles zu sichern (bspw. Netzlaufwerke,
Datenbankserver) </div>
<div>– nur sehr wenige Daten müssen gesichert werden </div>
<div>– System ist zu wichtig zum Ausschalten </div>
<div>– vollständige Datensicherung nicht möglich (z.B.
verschlüsseltes System ohne bekanntes Passwort)</div>
<div>&nbsp;– gesetzliche
Einschränkungen </div>
<div>– System enthält Daten von mehreren Kunden</div>"	
"<div>Was ist nach der Datensicherung zu
tun`?</div>"	"<div><b>Verifikation der Datensicherung</b></div>
<div>• Prüfsumme (MD5 bzw. SHA1) der
Datensicherung und des originalen Datenträgers </div>
<div>• Stimmen die Prüfsummen überein,
war die Datensicherung erfolgreich</div>
<div><b>Die Verifikation kann anschließend bei Bedarf immer
wieder durchgeführt werden</b></div>
<div>• Vor allem nach jedem Kopieren
über unterschiedliche Medien hinweg (bspw. von USB-Festplatte auf
Netzlaufwerk), sollte die Integrität überprüft werden</div>
<div><b>Versiegelung des Datenträgers (falls notwendig bzw.
möglich)</b></div>
<div><b>&nbsp;Dokumentation der
durchgeführten Arbeitsschritte</b></div>
<div><b>&nbsp;Backups der
Datensicherung erstellen!!</b></div>"	
"<div>Wie schaut die Datensicherung
Quick-Checkliste aus?</div>"	"<div>1. Zu sicherndes Speichermedium identifizieren
(Seriennummer, Bezeichnung, Typ etc.) und dokumentieren (Fotos) </div>
<div>2. Zu sicherndes Speichermedium an Write Blocker anschließen
und beides einschalten </div>
<div>3. Write Blocker an Analysesystem hängen </div>
<div>4. Datensicherung mit dem gewählten Tool durchführen und
dokumentieren (Screenshots) </div>
<div>5. Hashwerte überprüfen (zumeist Toolgestützt) </div>
<div>6. Disken entfernen und Write Blocker ausschalten </div>
<div>7. Beweismittel in Beweismittelbeutel lagern </div>
<div>8. Sicherstellen, dass alles vollständig dokumentiert wurden
(Seriennummer, Hashwerte, verwendete Software, involvierte Personen etc.)</div>"	
MFT ist wie Konturiert	Hat einträge (MFT-Record/Entry oder File-Record/Entry)	
Welche 2 Arten von Formatieren gibt es?=&gt;	Quickformat, Vollformat	
Wie wird der MFT initialisiert?	von 0 bis 255 =&gt; werden einträge eingefügt aber nicht alle beschrieben nur well known Files	
Welche Interesanten Dateien sind im MFT?	&gt;MFT Entry Bitmap, Cluster Bitmap,	
Aus was besteht MFT Entry? =&gt;	MFT Header | [Atrribute Header | Attribute Value]	
Welche arten von Header Infors gibt es?	Resident= Daten im MFT Entry / Non Resident Header == Verweis auf Cluster da in MFT Entry zu wenig Platz	
Was ist intereesant beim MFT Entry Header?	"Fängt immer mit ""FILE"" an"	
Welche 2. Arten von Carving?	File/MFT Header Carving, File Header Signatur Carving	
Wann wird welche Art von Carving verwendet?	File/MFT Header Carving =&gt; wird in MFT Zone verwendet (Deshalb auch wichtig das MFT Entry Header mit FILE anfängt das er sie findet)	
Wenn eine Datei gelöscht wird was ändert sich dann im MFT Entry Header?	=&gt;&nbsp; Flag = not in us wird auf (0x00)&nbsp;geändert und in der Cluster Bitmap wird die Referenz auf die Cluster auf 0 gesetz	
Warum kann es trotzdem eine Zeit lang dauern wenn eine Datei gelöscht wird obwohl nur Flag geändert wird? =&gt;	SSD/HDD machen unterschied ebenfalls TRIM befehl, und wenn windows dann wird datei in Papierkorb verschoben	
Was macht der TRIM befehl	&gt;Mit dem TRIM befehl gibt das OS dem Festplattencontroller die Möglichkeit den Speicherbereich wieder freizugeben	
Was unterscheidet FILE Entry von DIR Entry	File Entry hat Standard info Filename 2x $Data anderer aufbau hald	
MFT Entry Attrbiute Header Resident vs Non Resident =&gt;	In Resident sind Daten dahinter in Non Resident Run List.	
Warum gibt es welche Zeitstemplel welche gibt es	Modify, datacnate,Access)	
was ist ein alternative Data Stream?	$DATA refernziert auf FILE-Content dieser Refernziert wieder auf Cluster im Filesystem	
Was ist der Sektor/Block am Datenträger	Kleinste Einheit welche VOM OS addresiert werden kann, liegen überlicherweise auf Festplatte	
Was ist ein Cluster in NTFS =	Virtuelle zugriffseinheit auf die Gemappt wird wichtig bei File Carving wegen	
Wann wähle ich die Sektorgröße	Beim Kauf der Fesplatte	
Was is der Unterschied Linearer und nicht Linearer Fragmentierung?	Wie eine Datei im Speicher abgelegt wird, Linear alles hintereinand Liner nicht Linear nicht hintereinand	
Was ist File Carvin	File Carving beschreibt eine Vielzahl an techniken und Vorgehensweisen um Daten wiederherstellen zu können	
Dateityp vs. Erweiterung:	Nur Optisch, Dateityp=&gt; Tatsächliches Format	
Wo kann File Signatur stehen?	Am Anfang von Cluster wo sie reingeschreiben wurde =&gt; Bei File Carving wird nur Cluster anfang gecarved Außer File anfang liegt nicht am anfang des Cluster, 2KB große Cluster Reformat mit 4KB Große Cluster	
Was steht im $DATA header attribut	"<pre>$DATA:
        - resident header
                - 
        - non resident header
                - verweiß auf Cluster (dafür wird runlist benötigt)</pre>"	
Welche Arten von FIle Carving gibt es?<br>	"<pre>Carving:
    - file record carving (MFT Carving)
        - in der MFT Zone betreiben
            - Auf Signatur von File Entry sehen
            - Datenbank wird druchloffen
    - file header singature carving</pre>"	
<pre>Wenn Datei gelöscht wird, was ändert sich konkret im MFT Entry:</pre>	"<pre>Welche änderungen von OS in Entry druchgeführt.
    - Not in use (0x00) wird gechanged als Byte (im MFT Entry Header)
    - Und in $BITMAP File wird die Referenz auf die 2 Cluster auf 0 gesetzt</pre>"	
<pre>Alternative Data Stream (ADS):</pre>	"<pre>    - File-Content referenziert (auf Datei selbst)
    - Ist das selbe wie Referenz auf Datei nur mit ':' hinter Dateinamen
    - bsp: Internet Download -&gt; Datei in ADS Metadaten Infos angehängt woher sie kommt (Internet)
        - Popup -&gt; sicher ausführen? weil internet</pre>"	
<pre>Sector vs Cluster:</pre>	"<pre>Sector vs Cluster:
    Block (Sector) am Datenträger:
        - Kleinste Einheit, die vom OS addressiert werden kann 512 Bytes
    Cluster in windows NTFS:
        - virtuelle Zuordnung von Windows
        - Cluster 4 Blöcke
        - Wichtig fürs File carving
        - Schlupfspeicher
        - wichtig!!! -&gt; jeder Klausur
        - Grafik textuell beschreiben können [31]
        - einfach rechnen?
            - keine komplexen Rechnungen
        - RAM Slack / Drive Slack
            - Drive Slack war schon dort im Cluster
            Restlicher Speicher (Drive Slack im Cluster ist nicht verwendbar bis Datei freigegeben/gelöscht wird)</pre>"	
<pre>Spuren die analysiert werden können -&gt;</pre>	<pre>Artefakte ...</pre>	
<pre>Datei kann nur am Anfang vom Cluster anfangen</pre>	"<pre>    Dateianfang kann innerhalb eines Clusters liegen 
    -&gt; Dateisystem mit 2KB formatieren, Dateien anlegen
    -&gt; dann 4KB formatieren, dann Datei kann auf hälfte des Clusters anfangen</pre>"	
<pre>keine Analysehandlungen auf originalsystemen durchführen</pre>	"<pre>manipuliert Daten
    -&gt; Ausnahme Memory Dump (nur dort ausführbar)
</pre>"	
<pre>Windows Explorer kein forensisches Tool?</pre>	<pre>wegen Einschränkungen wie Pfadlänge</pre>	
<pre>Alternative Data Stream -</pre>	"<pre>in NTFS Dateisystem kann man zu einer Datei 
unterschiedlichste Dateien anhängen auch im Sinne von Content man kann andere 
Binärdaten ergänzen. Diese Dateien sieht man im Windows Explorer nicht</pre>"	
"<pre>## Wo kann man IT Forensik in der Praxis unterstützen?</pre>"	"<pre>- Datendiebstahl
- Cyber-Kriminalität</pre>"	
"<pre>## Ziele der Ermittlungen (kommt auf Fall an)</pre>"	"<pre>- Schwachstelle identifizieren
- Wiederherstellung
- identifikation Angreifer
- Data recovery</pre>"	
"<pre># Negativbeispiele</pre>"	"<pre>schwer zu erbringen. Nur unter angabe verwendeter Tools wurden keine Hinweise 
gefunden. Ist schwer gegenteil zu beweisen
</pre>"	
